# Theoretical BHMF at redshift 5. Liu & Inayoshi (2024). 
# Parameters: n_0h = 1e-3 Mpc-3, n_0l = 1e1 Mpc-3
# Data explanation: M_BH [M_sun], black hole mass measured in solar masses; Phi_h [Mpc-3 dex-1], BHMF (unobscured + obscured) of heavy-seed BHs; Phi_l [Mpc-3 dex-1], BHMF (unobscured + obscured) of light-seed BHs.
M_BH, Phi_h, Phi_l
1.883649089489800810e+00, 0.000000000000000000e+00, 6.085788369010534258e-27
1.927524913190936218e+00, 0.000000000000000000e+00, 1.037543171859411170e-26
1.972422736114853636e+00, 0.000000000000000000e+00, 1.739521722342845053e-26
2.018366363681561193e+00, 0.000000000000000000e+00, 2.873490731333162911e-26
2.065380155810529139e+00, 0.000000000000000000e+00, 4.684800700590562442e-26
2.113489039836647265e+00, 0.000000000000000000e+00, 7.549990400413796772e-26
2.162718523727020337e+00, 0.000000000000000000e+00, 1.204424827675889176e-25
2.213094709605637700e+00, 0.000000000000000000e+00, 1.904278248804886351e-25
2.264644307593060013e+00, 0.000000000000000000e+00, 2.987287679508899749e-25
2.317394649968478770e+00, 0.000000000000000000e+00, 4.654158242148660070e-25
2.371373705661655507e+00, 0.000000000000000000e+00, 7.207608318418288482e-25
2.426610095082415430e+00, 0.000000000000000000e+00, 1.110316144888298900e-24
2.483133105295570520e+00, 0.000000000000000000e+00, 1.702481090757551716e-24
2.540972705549305211e+00, 0.000000000000000000e+00, 2.599754134781075966e-24
2.600159563165272303e+00, 0.000000000000000000e+00, 3.955436931506520499e-24
2.660725059798809689e+00, 0.000000000000000000e+00, 5.998388431959114138e-24
2.722701308077912330e+00, 0.000000000000000000e+00, 9.069644219894864572e-24
2.786121168629770217e+00, 0.000000000000000000e+00, 1.367649318289612863e-23
2.851018267503909520e+00, 0.000000000000000000e+00, 2.057219335679049516e-23
2.917427014001166885e+00, 0.000000000000000000e+00, 3.087327619853263409e-23
2.985382618917959974e+00, 0.000000000000000000e+00, 4.623185916032235612e-23
3.054921113215513184e+00, 0.000000000000000000e+00, 6.908831570824109260e-23
3.126079367123955066e+00, 0.000000000000000000e+00, 1.030411237803571455e-22
3.198895109691398453e+00, 0.000000000000000000e+00, 1.533872804240031458e-22
3.273406948788382120e+00, 0.000000000000000000e+00, 2.279105508601141191e-22
3.349654391578277046e+00, 0.000000000000000000e+00, 3.380291801766087585e-22
3.427677865464503704e+00, 0.000000000000000000e+00, 5.004640431984718157e-22
3.507518739525680385e+00, 0.000000000000000000e+00, 7.396589499586795489e-22
3.589219346450053028e+00, 0.000000000000000000e+00, 1.091286049960555305e-21
3.672823004980847461e+00, 0.000000000000000000e+00, 1.607313857810514922e-21
3.758374042884442545e+00, 0.000000000000000000e+00, 2.363321543880411507e-21
3.845917820453535363e+00, 0.000000000000000000e+00, 3.469036451656028525e-21
3.935500754557774705e+00, 0.000000000000000000e+00, 5.083488437527919532e-21
4.027170343254590890e+00, 0.000000000000000000e+00, 7.436765333414158830e-21
4.120975190973302560e+00, 0.000000000000000000e+00, 1.086118979144062019e-20
4.216965034285822256e+00, 0.000000000000000000e+00, 1.583591862904252788e-20
4.315190768277653355e+00, 0.000000000000000000e+00, 2.305063077395440052e-20
4.415704473533125451e+00, 0.000000000000000000e+00, 3.349631315680897627e-20
4.518559443749224691e+00, 0.000000000000000000e+00, 4.859444563142730400e-20
4.623810213992603835e+00, 0.000000000000000000e+00, 7.038050159526805569e-20
4.731512589614806252e+00, 0.000000000000000000e+00, 1.017641408970095958e-19
4.841723675840994723e+00, 0.000000000000000000e+00, 1.468974960883551837e-19
4.954501908047903136e+00, 0.000000000000000000e+00, 2.116955368897746251e-19
5.069907082747044491e+00, 0.000000000000000000e+00, 3.045700122206360745e-19
5.188000389289611824e+00, 0.000000000000000000e+00, 4.374628010838561549e-19
5.308844442309883505e+00, 0.000000000000000000e+00, 6.272982439800501999e-19
5.432503314924331583e+00, 0.000000000000000000e+00, 8.980207264466419891e-19
5.559042572704036012e+00, 0.000000000000000000e+00, 1.283448303525730421e-18
5.688529308438415200e+00, 0.000000000000000000e+00, 1.831262120420530552e-18
5.821032177708715061e+00, 0.000000000000000000e+00, 2.608573837521781895e-18
5.956621435290104571e+00, 0.000000000000000000e+00, 3.709681497658718003e-18
6.095368972401692176e+00, 0.000000000000000000e+00, 5.266854962161884245e-18
6.237348354824193031e+00, 0.000000000000000000e+00, 7.465307789866988984e-18
6.382634861905487789e+00, 0.000000000000000000e+00, 1.056394379576512091e-17
6.531305526474724843e+00, 0.000000000000000000e+00, 1.492405473726258261e-17
6.683439175686147316e+00, 0.000000000000000000e+00, 2.104894617008396519e-17
6.839116472814295022e+00, 0.000000000000000000e+00, 2.963855613665816665e-17
6.998419960022734365e+00, 0.000000000000000000e+00, 4.166460614012010511e-17
7.161434102129020651e+00, 0.000000000000000000e+00, 5.847381988945448727e-17
7.328245331389041439e+00, 0.000000000000000000e+00, 8.192944173816768451e-17
7.498942093324558300e+00, 0.000000000000000000e+00, 1.146049225181232951e-16
7.673614893618189825e+00, 0.000000000000000000e+00, 1.600485336047754160e-16
7.852356346100718198e+00, 0.000000000000000000e+00, 2.231442430034016159e-16
8.035261221856174529e+00, 0.000000000000000000e+00, 3.106030000670559977e-16
8.222426499470712358e+00, 0.000000000000000000e+00, 4.316303691742484654e-16
8.413951416451952880e+00, 0.000000000000000000e+00, 5.988322058216864009e-16
8.609937521846008579e+00, 0.000000000000000000e+00, 8.294410706266681733e-16
8.810488730080141551e+00, 0.000000000000000000e+00, 1.146974023765689698e-15
9.015711376059570625e+00, 0.000000000000000000e+00, 1.583469560503377816e-15
9.225714271547630574e+00, 0.000000000000000000e+00, 2.182500654049120224e-15
9.440608762859234560e+00, 0.000000000000000000e+00, 3.003225977388605766e-15
9.660508789898132775e+00, 0.000000000000000000e+00, 4.125827355351562088e-15
9.885530946569389243e+00, 0.000000000000000000e+00, 5.658794828595755521e-15
1.011579454259898547e+01, 0.000000000000000000e+00, 7.748669809040524043e-15
1.035142166679343845e+01, 0.000000000000000000e+00, 1.059305258530324204e-14
1.059253725177289063e+01, 0.000000000000000000e+00, 1.445793702287233224e-14
1.083926914021203736e+01, 0.000000000000000000e+00, 1.970077093941830410e-14
1.109174815262401381e+01, 0.000000000000000000e+00, 2.680107883532483937e-14
1.135010815672315232e+01, 0.000000000000000000e+00, 3.640105466845093205e-14
1.161448613840342858e+01, 0.000000000000000000e+00, 4.935927500375432332e-14
1.188502227437018632e+01, 0.000000000000000000e+00, 6.682164687542486512e-14
1.216186000646368193e+01, 0.000000000000000000e+00, 9.031495364998244168e-14
1.244514611771385404e+01, 0.000000000000000000e+00, 1.218699771722696144e-13
1.273503081016662009e+01, 0.000000000000000000e+00, 1.641832587670318439e-13
1.303166778452299823e+01, 0.000000000000000000e+00, 2.208292464244261512e-13
1.333521432163324327e+01, 0.000000000000000000e+00, 2.965380269990564210e-13
1.364583136588925072e+01, 0.000000000000000000e+00, 3.975582708799750671e-13
1.396368361055938223e+01, 0.000000000000000000e+00, 5.321306879055688843e-13
1.428893958511103435e+01, 0.000000000000000000e+00, 7.111045418669081559e-13
1.462177174456718021e+01, 0.000000000000000000e+00, 9.487390173444564535e-13
1.496235656094433253e+01, 0.000000000000000000e+00, 1.263743004415121494e-12
1.531087461682029982e+01, 0.000000000000000000e+00, 1.680621824295831409e-12
1.566751070108148980e+01, 0.000000000000000000e+00, 2.231418387254824228e-12
1.603245390690041461e+01, 0.000000000000000000e+00, 2.957960280822032998e-12
1.640589773199539181e+01, 0.000000000000000000e+00, 3.914754610589818117e-12
1.678804018122560393e+01, 0.000000000000000000e+00, 5.172710643571769484e-12
1.717908387157588379e+01, 0.000000000000000000e+00, 6.823918400764581208e-12
1.757923613958692499e+01, 0.000000000000000000e+00, 8.987771737561576059e-12
1.798870915128788184e+01, 0.000000000000000000e+00, 1.181880013161258578e-11
1.840772001468955921e+01, 0.000000000000000000e+00, 1.551666804762908634e-11
1.883649089489800943e+01, 0.000000000000000000e+00, 2.033891888602847406e-11
1.927524913190936218e+01, 0.000000000000000000e+00, 2.661718767969523899e-11
1.972422736114853947e+01, 0.000000000000000000e+00, 3.477778963912960960e-11
2.018366363681561282e+01, 0.000000000000000000e+00, 4.536781860374645129e-11
2.065380155810529672e+01, 0.000000000000000000e+00, 5.908817045657608112e-11
2.113489039836647265e+01, 0.000000000000000000e+00, 7.683525376355401827e-11
2.162718523727020781e+01, 0.000000000000000000e+00, 9.975357803449289072e-11
2.213094709605638499e+01, 0.000000000000000000e+00, 1.293019368534361927e-10
2.264644307593060191e+01, 0.000000000000000000e+00, 1.673365501222312378e-10
2.317394649968479214e+01, 0.000000000000000000e+00, 2.162153225759479000e-10
2.371373705661655862e+01, 0.000000000000000000e+00, 2.789283454450772022e-10
2.426610095082416407e+01, 0.000000000000000000e+00, 3.592609516525075144e-10
2.483133105295571141e+01, 0.000000000000000000e+00, 4.619970763455679870e-10
2.540972705549306099e+01, 0.000000000000000000e+00, 5.931724264177425688e-10
2.600159563165271592e+01, 0.000000000000000000e+00, 7.603890873758962482e-10
2.660725059798809156e+01, 0.000000000000000000e+00, 9.732057673818031364e-10
2.722701308077912330e+01, 0.000000000000000000e+00, 1.243620983824684541e-09
2.786121168629770395e+01, 0.000000000000000000e+00, 1.586670240522061287e-09
2.851018267503908987e+01, 0.000000000000000000e+00, 2.021162744355224504e-09
2.917427014001166796e+01, 0.000000000000000000e+00, 2.570588611095753464e-09
2.985382618917959618e+01, 0.000000000000000000e+00, 3.264233977180456814e-09
3.054921113215513273e+01, 0.000000000000000000e+00, 4.138549160914027054e-09
3.126079367123955066e+01, 0.000000000000000000e+00, 5.238824228389975174e-09
3.198895109691398275e+01, 0.000000000000000000e+00, 6.621237277429024284e-09
3.273406948788382209e+01, 0.000000000000000000e+00, 8.355353759588024660e-09
3.349654391578277313e+01, 0.000000000000000000e+00, 1.052717056390896210e-08
3.427677865464503526e+01, 0.000000000000000000e+00, 1.324281678841842193e-08
3.507518739525680473e+01, 0.000000000000000000e+00, 1.663304458549590588e-08
3.589219346450052939e+01, 0.000000000000000000e+00, 2.085866871093786249e-08
3.672823004980847372e+01, 0.000000000000000000e+00, 2.611714303441066795e-08
3.758374042884442900e+01, 0.000000000000000000e+00, 3.265049695938608124e-08
3.845917820453536251e+01, 0.000000000000000000e+00, 4.075489522773280796e-08
3.935500754557775593e+01, 0.000000000000000000e+00, 5.079213181607836762e-08
4.027170343254591955e+01, 0.000000000000000000e+00, 6.320342354829631110e-08
4.120975190973302915e+01, 0.000000000000000000e+00, 7.852593274957006999e-08
4.216965034285824032e+01, 0.000000000000000000e+00, 9.741252197717291206e-08
4.315190768277653177e+01, 0.000000000000000000e+00, 1.206553289482661324e-07
4.415704473533126873e+01, 0.000000000000000000e+00, 1.492138477586814844e-07
4.518559443749224869e+01, 0.000000000000000000e+00, 1.842483150184511050e-07
4.623810213992604901e+01, 0.000000000000000000e+00, 2.271593284588081293e-07
4.731512589614803943e+01, 0.000000000000000000e+00, 2.796347729008255438e-07
4.841723675840992769e+01, 0.000000000000000000e+00, 3.437052964220392296e-07
4.954501908047901537e+01, 0.000000000000000000e+00, 4.218097704536433736e-07
5.069907082747043603e+01, 0.000000000000000000e+00, 5.168723840286332748e-07
5.188000389289611292e+01, 0.000000000000000000e+00, 6.323932671220529009e-07
5.308844442309883505e+01, 0.000000000000000000e+00, 7.725548140419133196e-07
5.432503314924332471e+01, 0.000000000000000000e+00, 9.423461881300729272e-07
5.559042572704036189e+01, 0.000000000000000000e+00, 1.147708837002034376e-06
5.688529308438415200e+01, 0.000000000000000000e+00, 1.395706236543058657e-06
5.821032177708714528e+01, 0.000000000000000000e+00, 1.694721515429268741e-06
5.956621435290104927e+01, 0.000000000000000000e+00, 2.054687093774689214e-06
6.095368972401692531e+01, 0.000000000000000000e+00, 2.487351003210810758e-06
6.237348354824193564e+01, 0.000000000000000000e+00, 3.006585144966613715e-06
6.382634861905487611e+01, 0.000000000000000000e+00, 3.628741391203062587e-06
6.531305526474724843e+01, 0.000000000000000000e+00, 4.373062146063906320e-06
6.683439175686147848e+01, 0.000000000000000000e+00, 5.262152760522767500e-06
6.839116472814295378e+01, 0.000000000000000000e+00, 6.322524041636620956e-06
6.998419960022735609e+01, 0.000000000000000000e+00, 7.585214015399167179e-06
7.161434102129022961e+01, 0.000000000000000000e+00, 9.086499094885444673e-06
7.328245331389042860e+01, 0.000000000000000000e+00, 1.086870587341620259e-05
7.498942093324561142e+01, 0.000000000000000000e+00, 1.298113590703792254e-05
7.673614893618191957e+01, 0.000000000000000000e+00, 1.548111707147323951e-05
7.852356346100721396e+01, 0.000000000000000000e+00, 1.843519637424751985e-05
8.035261221856174529e+01, 0.000000000000000000e+00, 2.192049047155378619e-05
8.222426499470714134e+01, 0.000000000000000000e+00, 2.602621157681348410e-05
8.413951416451949683e+01, 0.000000000000000000e+00, 3.085538794835044138e-05
8.609937521846005382e+01, 0.000000000000000000e+00, 3.652679970116327695e-05
8.810488730080140840e+01, 0.000000000000000000e+00, 4.317715229126164295e-05
9.015711376059569204e+01, 0.000000000000000000e+00, 5.096351166026762808e-05
9.225714271547631995e+01, 0.000000000000000000e+00, 6.006602669001485332e-05
9.440608762859234560e+01, 0.000000000000000000e+00, 7.069096628163863618e-05
9.660508789898133841e+01, 0.000000000000000000e+00, 8.307410002847375591e-05
9.885530946569389243e+01, 0.000000000000000000e+00, 9.748445306546352706e-05
1.011579454259898654e+02, 0.000000000000000000e+00, 1.142284672380355253e-04
1.035142166679344484e+02, 0.000000000000000000e+00, 1.336546021952102333e-04
1.059253725177289027e+02, 0.000000000000000000e+00, 1.561584113625545797e-04
1.083926914021204198e+02, 0.000000000000000000e+00, 1.821881289393181911e-04
1.109174815262401239e+02, 0.000000000000000000e+00, 2.122508050636832890e-04
1.135010815672314664e+02, 0.000000000000000000e+00, 2.469190270579372289e-04
1.161448613840342858e+02, 0.000000000000000000e+00, 2.868382651504321353e-04
1.188502227437018064e+02, 0.000000000000000000e+00, 3.327348812381500007e-04
1.216186000646368228e+02, 0.000000000000000000e+00, 3.854248390487820470e-04
1.244514611771384693e+02, 0.000000000000000000e+00, 4.458231534293889621e-04
1.273503081016662151e+02, 0.000000000000000000e+00, 5.149541153769631677e-04
1.303166778452299184e+02, 0.000000000000000000e+00, 5.939623278087573146e-04
1.333521432163324221e+02, 0.000000000000000000e+00, 6.841245848314249714e-04
1.364583136588924219e+02, 0.000000000000000000e+00, 7.868626244229400468e-04
1.396368361055938010e+02, 0.000000000000000000e+00, 9.037567809198135405e-04
1.428893958511102653e+02, 0.000000000000000000e+00, 1.036560559363026339e-03
1.462177174456718660e+02, 0.000000000000000000e+00, 1.187216148771702258e-03
1.496235656094433466e+02, 0.000000000000000000e+00, 1.357870885428160649e-03
1.531087461682030835e+02, 0.000000000000000000e+00, 1.550894670577479323e-03
1.566751070108149122e+02, 0.000000000000000000e+00, 1.768898339208049538e-03
1.603245390690042314e+02, 0.000000000000000000e+00, 2.014752968061683629e-03
1.640589773199539252e+02, 0.000000000000000000e+00, 2.291610101465180356e-03
1.678804018122561104e+02, 0.000000000000000000e+00, 2.602922863137984398e-03
1.717908387157588379e+02, 0.000000000000000000e+00, 2.952467910724476154e-03
1.757923613958693352e+02, 0.000000000000000000e+00, 3.344368177534569418e-03
1.798870915128787829e+02, 0.000000000000000000e+00, 3.783116332752921133e-03
1.840772001468956773e+02, 0.000000000000000000e+00, 4.273598877451217568e-03
1.883649089489800588e+02, 0.000000000000000000e+00, 4.821120778886700715e-03
1.927524913190937355e+02, 0.000000000000000000e+00, 5.431430530205734464e-03
1.972422736114854160e+02, 0.000000000000000000e+00, 6.110745506636650927e-03
2.018366363681562348e+02, 0.000000000000000000e+00, 6.865777472744657647e-03
2.065380155810529743e+02, 0.000000000000000000e+00, 7.703758078701018579e-03
2.113489039836646270e+02, 0.000000000000000000e+00, 8.632464166133287098e-03
2.162718523727020852e+02, 0.000000000000000000e+00, 9.660242687881728449e-03
2.213094709605637149e+02, 0.000000000000000000e+00, 1.079603502850024627e-02
2.264644307593060262e+02, 0.000000000000000000e+00, 1.204940049636205567e-02
2.317394649968478006e+02, 0.000000000000000000e+00, 1.343053874277305194e-02
2.371373705661656004e+02, 0.000000000000000000e+00, 1.495031084792068470e-02
2.426610095082415057e+02, 0.000000000000000000e+00, 1.662025880046629628e-02
2.483133105295571283e+02, 0.000000000000000000e+00, 1.845262308493181638e-02
2.540972705549304749e+02, 0.000000000000000000e+00, 2.046035808010149629e-02
2.600159563165273084e+02, 0.000000000000000000e+00, 2.265714496334409606e-02
2.660725059798809298e+02, 0.000000000000000000e+00, 2.505740180829342870e-02
2.722701308077913609e+02, 0.000000000000000000e+00, 2.767629056019735648e-02
2.786121168629770182e+02, 0.000000000000000000e+00, 3.052972057041209233e-02
2.851018267503910693e+02, 0.000000000000000000e+00, 3.363434837422266122e-02
2.917427014001166867e+02, 0.000000000000000000e+00, 3.700757339919911321e-02
2.985382618917961395e+02, 0.000000000000000000e+00, 4.066752930120703935e-02
3.054921113215513628e+02, 1.521240870066120669e-19, 4.463307063437578492e-02
3.126079367123956558e+02, 6.023852754014893252e-19, 4.892375457830589608e-02
3.198895109691398488e+02, 2.082746330308455126e-18, 5.355981746450644981e-02
3.273406948788383488e+02, 6.600798939919818883e-18, 5.856214586560013619e-02
3.349654391578276886e+02, 1.943552804253283752e-17, 6.395224204020309722e-02
3.427677865464506226e+02, 5.351283036660436564e-17, 6.975218355447580787e-02
3.507518739525680189e+02, 1.384294045523598901e-16, 7.598457693913344968e-02
3.589219346450054218e+02, 3.378312428921044293e-16, 8.267250527627383050e-02
3.672823004980847372e+02, 7.808110512071250833e-16, 8.983946965469770396e-02
3.758374042884440769e+02, 1.715379058736351968e-15, 9.750932447811772041e-02
3.845917820453536820e+02, 3.594723404099032043e-15, 1.057062066570442771e-01
3.935500754557773462e+02, 7.209692241183005991e-15, 1.144544587712311712e-01
4.027170343254592240e+02, 1.388350017939399947e-14, 1.237785463385132623e-01
4.120975190973301210e+02, 2.574700006467740053e-14, 1.337029693856325030e-01
4.216965034285823890e+02, 4.611509532814924506e-14, 1.442521685755466521e-01
4.315190768277651614e+02, 7.998744360957928440e-14, 1.554504261965155565e-01
4.415704473533126588e+02, 1.347003901624276615e-13, 1.673217623896630646e-01
4.518559443749222737e+02, 2.207634727224531213e-13, 1.798898270385962950e-01
4.623810213992605327e+02, 3.529248632695316215e-13, 1.931777878093966228e-01
4.731512589614804369e+02, 5.515283388761796613e-13, 2.072082148844338056e-01
4.841723675840995611e+02, 8.442527944708669613e-13, 2.220029629842519836e-01
4.954501908047901679e+02, 1.268367017407142223e-12, 2.375830513275554445e-01
5.069907082747045592e+02, 1.873690267281774426e-12, 2.539685422193572184e-01
5.188000389289611576e+02, 2.726525413358488543e-12, 2.711784190110568815e-01
5.308844442309886063e+02, 3.914927543168007915e-12, 2.892304641963575063e-01
5.432503314924331335e+02, 5.555787959370131258e-12, 3.081411384553203181e-01
5.559042572704038321e+02, 7.804351643783167096e-12, 3.279254614754659736e-01
5.688529308438414773e+02, 1.086694539842343700e-11, 3.485968953933010761e-01
5.821032177708717654e+02, 1.501787323699750470e-11, 3.701672317148259617e-01
5.956621435290105637e+02, 2.062163375933007405e-11, 3.926464825795372704e-01
6.095368972401695373e+02, 2.816182884648092519e-11, 4.160427772079455244e-01
6.237348354824192711e+02, 3.827836060599568258e-11, 4.403622643835628514e-01
6.382634861905492016e+02, 5.181474932898885953e-11, 4.656090217753038885e-01
6.531305526474724275e+02, 6.987764315758105873e-11, 4.917849728768836082e-01
6.683439175686144154e+02, 9.391082258994996739e-11, 5.188898123128499185e-01
6.839116472814295093e+02, 1.257862207265106656e-10, 5.469209401907348944e-01
6.998419960022732766e+02, 1.679146726083880324e-10, 5.758734061355456069e-01
7.161434102129021539e+02, 2.233792619342971561e-10, 6.057398635625660388e-01
7.328245331389040302e+02, 2.960942373851688378e-10, 6.365105347032836702e-01
7.498942093324560574e+02, 3.909925092518681531e-10, 6.681731867607588748e-01
7.673614893618188262e+02, 5.142446953935153587e-10, 7.007131195634452858e-01
7.852356346100721112e+02, 6.735125495280791604e-10, 7.341131649229414302e-01
8.035261221856170550e+02, 8.782393622472756044e-10, 7.683536978680455265e-01
8.222426499470715271e+02, 1.139979566471159385e-09, 8.034126597850402840e-01
8.413951416451949399e+02, 1.472769299296580141e-09, 8.392655934382833305e-01
8.609937521846010213e+02, 1.893539071237013711e-09, 8.758856897140665509e-01
8.810488730080140840e+02, 2.422568977740095671e-09, 9.132438458649616564e-01
9.015711376059573468e+02, 3.083986068398342056e-09, 9.513087349075912691e-01
9.225714271547631142e+02, 3.906302584462326275e-09, 9.900468857752318108e-01
9.440608762859238823e+02, 4.922992807777642470e-09, 1.029422773703038363e+00
9.660508789898134410e+02, 6.173105261328287015e-09, 1.069398920264473141e+00
9.885530946569393791e+02, 7.701905993018736145e-09, 1.109936002419411372e+00
1.011579454259898625e+03, 9.561547690960887513e-09, 1.150992969818795952e+00
1.035142166679344427e+03, 1.181175845276754458e-08, 1.192527169620999361e+00
1.059253725177288970e+03, 1.452054319240183630e-08, 1.234494477970725645e+00
1.083926914021204311e+03, 1.776488994512132622e-08, 1.276849437269731657e+00
1.109174815262401353e+03, 2.163147274940429555e-08, 1.319545398365991273e+00
1.135010815672315857e+03, 2.621734236441444758e-08, 1.362534666718661747e+00
1.161448613840342887e+03, 3.163059584061855906e-08, 1.405768651625535881e+00
1.188502227437019201e+03, 3.799101590929061731e-08, 1.449198017577485009e+00
1.216186000646368257e+03, 4.543067130011034035e-08, 1.492772836832771066e+00
1.244514611771384580e+03, 5.409446943162400347e-08, 1.536442742283380181e+00
1.273503081016662009e+03, 6.414065344429141612e-08, 1.580157079771432604e+00
1.303166778452299013e+03, 7.574123624052056289e-08, 1.623865058970354047e+00
1.333521432163324562e+03, 8.908236505089843853e-08, 1.667515902061035504e+00
1.364583136588924162e+03, 1.043646110301027835e-07, 1.711058989424764532e+00
1.396368361055938067e+03, 1.218031794785590929e-07, 1.754444001637326167e+00
1.428893958511102710e+03, 1.416280374597594827e-07, 1.797621057136139955e+00
1.462177174456718831e+03, 1.640839568017332559e-07, 1.840540844941460863e+00
1.496235656094433352e+03, 1.894304717115822518e-07, 1.883154751891086720e+00
1.531087461682030835e+03, 2.179417514701298121e-07, 1.925414983965145987e+00
1.566751070108148951e+03, 2.499063898556242133e-07, 1.967274681202983988e+00
1.603245390690042086e+03, 2.856271141000391014e-07, 2.008688025966753443e+00
1.640589773199539195e+03, 3.254204172150950062e-07, 2.049610344178533161e+00
1.678804018122561274e+03, 3.696161184982040773e-07, 2.089998199378682031e+00
1.717908387157588095e+03, 4.185568578522372148e-07, 2.129809479383913740e+00
1.757923613958693522e+03, 4.725975302831114156e-07, 2.169003475469155617e+00
1.798870915128788056e+03, 5.321046675230351643e-07, 2.207540954017850332e+00
1.840772001468956887e+03, 5.974557741794333161e-07, 2.245384220621750693e+00
1.883649089489800872e+03, 6.690386261399296373e-07, 2.282497176683200735e+00
1.927524913190937241e+03, 7.472505391520276645e-07, 2.318845368601243795e+00
1.972422736114853933e+03, 8.324976155753150488e-07, 2.354396029671800061e+00
2.018366363681562461e+03, 9.251939772584715897e-07, 2.389118114869064335e+00
2.065380155810529686e+03, 1.025760992325967229e-06, 2.422982328663155993e+00
2.113489039836648317e+03, 1.134626503457617395e-06, 2.455961146171351306e+00
2.162718523727020965e+03, 1.252224064847087473e-06, 2.488028827799333431e+00
2.213094709605637036e+03, 1.378992194679878307e-06, 2.519161427699751155e+00
2.264644307593060148e+03, 1.515373649471962468e-06, 2.549336796313912412e+00
2.317394649968478461e+03, 1.661814726097267725e-06, 2.578534577280166662e+00
2.371373705661656004e+03, 1.818764596794995013e-06, 2.606736199045030400e+00
2.426610095082415228e+03, 1.986674681835256146e-06, 2.633924861458394329e+00
2.483133105295571113e+03, 2.165998063964688743e-06, 2.660085517708924208e+00
2.540972705549304919e+03, 2.357188948106538741e-06, 2.685204851890331756e+00
2.600159563165273084e+03, 2.560702169221885396e-06, 2.709271252542255759e+00
2.660725059798809070e+03, 2.776992750656937164e-06, 2.732274782501494137e+00
2.722701308077913382e+03, 3.006515514651737733e-06, 2.754207145324270467e+00
2.786121168629770182e+03, 3.249724746279665050e-06, 2.775061648684916005e+00
2.851018267503910465e+03, 3.507073911364515728e-06, 2.794833164951306070e+00
2.917427014001167208e+03, 3.779015428639942502e-06, 2.813518089340950379e+00
2.985382618917961281e+03, 4.066000495743879060e-06, 2.831114295866430819e+00
3.054921113215513287e+03, 4.368478968323695885e-06, 2.847621091384194614e+00
3.126079367123956672e+03, 4.686899291064271209e-06, 2.863039168011204616e+00
3.198895109691398375e+03, 5.021708479157624865e-06, 2.877370554201338582e+00
3.273406948788383943e+03, 5.373352148134848214e-06, 2.890618564634882759e+00
3.349654391578276773e+03, 5.742274590026887792e-06, 2.902787749270201445e+00
3.427677865464505885e+03, 6.128918893151733796e-06, 2.913883841684166587e+00
3.507518739525680758e+03, 6.533727102861289430e-06, 2.923913706978369387e+00
3.589219346450054672e+03, 6.957140420094127742e-06, 2.932885289392361816e+00
3.672823004980847145e+03, 7.399599434563426534e-06, 2.940807559844823338e+00
